> BG_1
-28.9266 60.3334
-29.0285 60.3399
-29.118 60.2731
-29.2245 60.1678
-29.3717 60.0827
-29.5075 59.9692
-29.6362 59.8678
-29.8495 59.7508
-30.0429 59.6182
-30.163 59.5286
-30.3055 59.3897
-30.4527 59.2383
-30.6466 59.0925
-30.7911 58.9408
-30.977 58.9759
-31.0392 58.8923
-31.178 58.8048
-31.3031 58.6896
-31.4274 58.5743
-31.556 58.4466
-31.7451 58.4683
-31.7996 58.3967
-31.8723 58.3402
-31.9835 58.2492
-32.1225 58.1484
-32.2805 57.9979
-32.4724 58.0062
-32.4918 57.9566
-32.6188 57.88
-32.7082 57.7735
-32.8065 57.6422
-32.9177 57.6671
-32.9641 57.6076
-33.0104 57.548
-33.0703 57.4512
-33.2031 57.2849
-33.3773 57.2647
-33.4966 57.2643
-33.509 57.1625
-33.5354 57.088
-33.5662 57.001
-33.5871 56.8745
-33.6824 56.8715
-33.7961 56.8833
-33.9781 56.9019
-34.0035 56.8274
-34.043 56.7799
-34.0724 56.7388
-34.2185 56.7462
-34.2474 56.6592
-34.3214 56.5766
-34.346 56.502
-34.4402 56.4985
-34.4604 56.4363
-34.4927 56.3368
-34.5104 56.2101
-34.5583 56.0608
-34.6203 55.9386
-34.6376 55.8119
-34.8774 55.8485
-34.9006 55.7738
-34.9717 55.6909
-35.0804 55.4835
-35.1732 55.3259
-35.2508 55.1412
-35.3386 54.9959
-35.212 54.9707
-35.2739 54.9127
-35.289 54.786
-35.3651 54.6781
-35.4123 54.5161
-35.4878 54.3313
-35.3132 54.3269
-35.121 54.3076
-35.1469 54.2204
-35.2012 54.1105
-35.2698 53.9507
-35.3272 53.8282
-35.395 53.6684
-35.4517 53.5459
-35.2457 53.5121
-35.2565 53.4747
-35.2818 53.3875
-35.3248 53.238
-35.1828 53.2105
-35.1837 53.1336
-35.1613 52.9901
-35.1561 52.8611
-35.1376 52.7051
-35.0107 52.7044
-34.8837 52.7036
-34.5719 52.6822
-34.1745 52.663
-33.7119 52.6477
-33.3354 52.6281
-33.0204 52.6151
-32.857 52.5946
-32.6486 52.581
-32.3589 52.5564
-32.0535 52.516
-31.866 52.5038
-31.5817 52.4649
-31.2573 52.4197
-31.2651 52.3427
-31.2527 52.2628
-31.2684 52.1089
-31.0579 52.1048
-30.8074 52.0945
-30.3764 52.0568
-30.0262 52.0297
-30.0361 51.9528
-30.011 51.8575
-30.006 51.7652
-30.001 51.6205
-29.9961 51.4236
-30.001 51.2544
-29.9765 51.1067
-29.9815 50.9898
-29.9425 50.9313
-29.9085 50.8605
-29.8746 50.7897
-29.8309 50.7435
-29.768 50.6941
-29.6619 50.5984
-29.5368 50.4995
-29.5081 50.4686
-29.4266 50.4159
-29.3218 50.3199
-29.1982 50.2206
-29.1265 50.1954
-29.0217 50.1515
-28.9947 50.0681
-28.9868 49.988
-28.96 49.9047
-28.8952 49.8148
-28.8686 49.7314
-28.8181 49.657
-28.7183 49.6528
-28.5619 49.6386
-28.5446 49.583
-28.4861 49.4806
-28.4518 49.3693
-28.4262 49.2858
-28.353 49.2201
-28.3174 49.1611
-28.2631 49.0987
-28.2058 48.9962
-28.1622 48.9093
-28.0868 48.8034
-28.0353 48.6885
-28.0108 48.605
-27.8895 48.6089
-27.7602 48.5848
-27.7494 48.5169
-27.7306 48.421
-27.7118 48.3252
-27.7036 48.205
-27.6536 48.09
-27.6351 47.9942
-27.6218 47.8861
-27.5905 47.7746
-27.5644 47.6508
-27.4635 47.6578
-27.448 47.602
-27.4429 47.5219
-27.4636 47.4731
-27.4585 47.3929
-27.4612 47.3406
-27.4741 47.264
-27.4407 47.2047
-27.3819 47.114
-27.3336 46.999
-27.3466 46.9223
-27.3774 46.8491
-27.3775 46.7568
-27.436 46.7551
-27.4437 46.6906
-27.4463 46.6383
-27.4717 46.485
-27.4868 46.356
-27.4893 46.3037
-27.512 46.2027
-27.5649 46.2131
-27.5723 46.1486
-27.5847 46.0719
-27.602 45.983
-27.6773 45.9846
-27.6971 45.9358
-27.6994 45.8835
-27.7394 45.8782
-27.7592 45.8293
-27.7734 45.7003
-27.7952 45.5992
-27.8246 45.5259
-27.877 45.5362
-27.8644 45.5206
-27.8616 45.4805
-27.8714 45.4561
-27.9236 45.4663
-27.9382 45.4296
-27.9354 45.3896
-27.9374 45.3373
-27.9721 45.3441
-27.979 45.2796
-27.9857 45.2151
-27.9877 45.1628
-27.9945 45.0983
-28.0763 45.1274
-28.1002 45.0663
-28.1146 45.0296
-28.1385 44.9685
-28.1575 44.9196
-28.1057 44.9094
-28.1421 44.8639
-28.1438 44.8116
-28.1676 44.7505
-28.215 44.6281
-28.2574 44.518
-28.2825 44.4046
-28.32 44.3067
-28.3666 44.1843
-28.4349 44.1976
-28.4364 44.1453
-28.4549 44.0963
-28.4827 44.0229
-28.4809 43.9305
-28.5131 43.8448
-28.5237 43.768
-28.7964 43.7684
-28.8405 43.6981
-28.8845 43.6278
-28.9339 43.4929
-29.0079 43.389
-29.0914 43.2082
-29.1736 43.0796
-29.3168 43.0807
-29.3175 43.0284
-29.3268 42.9515
-29.3492 42.8378
-29.3715 42.724
-29.3214 42.7145
-29.3177 42.6744
-29.3394 42.613
-29.3696 42.5271
-29.3918 42.4133
-29.4347 42.2905
-29.2226 42.2891
-29.2233 42.2368
-29.2449 42.1754
-29.242 42.0831
-29.2606 41.9294
-29.1616 41.9101
-29.2003 41.7997
-29.206 41.6828
-29.2452 41.52
-29.292 41.3849
-29.3223 41.2467
-29.2286 41.2153
-29.242 41.1261
-29.256 40.9847
-29.2777 40.871
-29.2999 40.705
-29.346 40.5699
-29.5605 40.5987
-29.577 40.5495
-29.5695 40.4695
-29.5984 40.3835
-29.6313 40.2851
-29.6398 40.2082
-29.6565 40.1068
-29.5881 40.1065
-29.5802 40.0788
-29.6127 40.0328
-29.6089 39.9928
-29.7698 39.3996
-29.335 39.315
> GP_1
-102.082 2.57438
-102.077 2.50246
-102.085 2.48615
-102.085 2.41199
-102.09 2.3909
-102.088 2.32729
-102.08 2.3083
-102.075 2.16104
-102.067 2.13734
-102.075 2.02449
-102.076 1.97154
-102.088 1.90349
-102.104 1.90382
-102.133 1.77843
-102.262 1.75155
-102.23 1.54137
-102.257 1.52778
-102.222 1.3611
-102.243 1.34857
-102.203 1.22065
-102.223 1.21398
-102.181 1.13426
-102.082 1.20646
-101.959 1.26876
-101.825 1.33439
-101.644 1.40377
-101.58 1.31773
-101.487 1.38887
-101.423 1.33816
-101.348 1.39907
-101.315 1.35013
-101.195 1.42309
-101.153 1.38576
-101.047 1.47077
-101.074 1.51368
-100.964 1.65513
-100.973 1.67885
-100.908 1.74348
-100.974 1.83189
-101.049 1.90637
-101.149 1.98018
-101.27 2.0485
-101.356 2.10436
-101.438 2.16015
-101.512 2.23226
-101.49 2.60499
-101.697 2.63971
-101.878 2.64213
-102.068 2.63532
-102.082 2.57438
> IN_1
58.2392 12.7455
58.0174 12.2835
57.7963 11.8213
57.576 11.3589
57.3564 10.8963
57.1375 10.4336
56.9192 9.97076
56.9775 9.85724
57.0289 9.85747
57.2606 9.68141
57.4906 9.94156
58.063 9.53244
58.0184 9.45008
58.2625 9.29259
58.1476 9.08978
58.4302 8.86262
58.2514 8.6469
58.6106 8.40075
58.9183 8.16694
58.88 8.09719
59.3092 7.76825
59.2197 7.67308
59.6997 7.31217
60.1789 6.95076
60.0383 6.76686
60.6701 6.30983
61.1417 5.90952
61.6573 5.48967
61.5293 5.26156
61.9997 4.91131
62.4568 4.52272
63.0023 4.10805
62.8678 3.89294
63.3307 3.63067
63.3882 3.70015
63.8192 3.48212
63.8898 3.60222
64.6181 3.21695
64.6822 3.29895
65.2128 2.92078
65.489 3.29907
65.9626 2.9715
66.3795 2.752
66.1794 2.39253
65.9923 2.052
66.3328 1.85871
66.6728 1.62094
66.4925 1.33138
66.8698 1.06795
66.6573 0.72201
67.1594 0.33713
66.8392 -0.03884
67.2089 -0.33984
67.0231 -0.57788
67.662 -1.0396
67.3671 -1.43996
67.9291 -1.91296
67.9196 -1.85492
67.9854 -1.77988
68.02191 -1.7405
68.05835 -1.70112
68.11305 -1.64669
68.18423 -1.61826
68.78528 -1.28779
69.22534 -0.74476
69.44595 -0.4671
69.71119 -0.23345
69.8523 0.20766
70.6819 0.59774
71.5109 0.98819
72.3461 1.37226
73.1742 1.76337
74.0085 2.15474
74.8422 2.53977
75.6754 2.92509
76.5081 3.3173
77.3404 3.70313
78.1787 4.08917
79.0166 4.46881
79.8539 4.85529
80.6908 5.23536
81.5272 5.6222
82.1448 6.21387
82.7686 6.80489
83.3917 7.39519
84.0143 7.98473
84.643 8.57345
84.85375 8.97152
85.03297 9.63903
85.47875 10.13704
86.19675 10.31687
86.532 10.3341
87.39 10.5042
88.2479 10.6618
89.1056 10.8264
89.9631 10.9849
90.827 11.1374
91.5907 11.3003
91.6426 11.7915
91.7 12.2832
91.8889 13.1537
92.0682 13.7149
92.4265 14.3745
92.8979 15.1212
93.2588 15.8009
93.4529 16.5723
93.5816 17.2348
93.65944 17.75419
93.55167 17.77125
93.44088 17.88467
93.37543 18.03055
93.34642 18.18346
93.3188 18.33533
93.22047 18.41939
93.11309 18.50058
93.09854 18.57323
93.11432 18.64556
93.13668 18.68278
93.15386 18.72212
93.08199 18.83356
92.95572 18.90807
92.89368 18.95592
92.84385 19.01584
92.81291 19.07521
92.77639 19.13103
92.65849 19.22735
92.53563 19.31841
92.45687 19.40375
92.45888 19.44197
92.30283 19.66033
92.26539 20.02592
92.28906 20.39391
92.25162 20.75773
92.09789 21.06963
91.91848 21.37042
91.76886 21.69598
91.63664 22.02908
91.36555 22.69109
91.13059 23.36615
91.05554 23.70814
91.01887 24.0561
91.04595 24.40099
91.20393 24.70276
90.6668 24.6101
90.193 25.3853
89.713 26.159
89.41083 26.81101
88.2706 26.786
87.6987 26.809
87.1672 26.924
86.7724 26.5702
86.4332 26.6379
86.2036 26.9966
85.5706 27.0721
84.6022 27.2076
84.1098 27.3516
83.6161 27.4938
82.8903 27.7819
82.1515 28.0647
81.3169 28.3153
80.9979 28.6867
80.4995 28.8711
80.1861 28.9958
79.7462 29.0396
79.1582 29.2909
78.8698 29.5786
78.3818 29.7885
78.0334 30.1276
77.6026 30.4605
76.9698 30.6347
76.4772 31.0477
75.6801 31.5305
75.4284 32.3627
75.123 32.54168
74.78441 32.68872
74.45541 32.85239
74.29991 32.90693
74.13299 32.90631
73.9988 32.93006
73.89057 33.01315
73.79084 33.13767
73.66659 33.23395
73.55298 33.20169
73.49221 33.08549
73.42722 32.93443
73.32023 32.81146
73.18151 32.73889
73.03018 32.69711
72.69066 32.64818
72.35656 32.57426
72.0664 32.45581
71.77755 32.4914
71.57675 32.73491
71.2841 32.7968
71.13902 32.66369
71.18439 32.42664
71.06718 32.23013
70.78321 32.1824
70.2852 31.7644
70.4414 31.3112
70.5961 30.8578
70.611 30.3036
70.6257 29.7493
70.4261 29.102
69.7131 28.7812
69.52896 28.63313
69.24777 28.47546
68.92848 28.43697
68.63121 28.56482
68.42468 28.82047
68.22364 29.12328
67.93194 29.32215
67.63478 29.23681
67.5684 28.4321
67.667 28.2669
67.656 27.7736
67.5749 26.9464
67.58 26.3786
67.81074 26.10068
67.95074 25.79783
67.97263 25.48168
67.86324 25.18417
67.64325 24.95296
67.3573 24.8091
67.00247 24.70701
66.64326 24.62129
66.3385 24.4568
65.7083 24.386
65.0789 24.3125
65.0282 24.3824
64.6511 24.0383
64.2754 23.6936
63.6313 23.2008
62.8772 22.683
62.5025 22.385
62.1325 22.0828
62.0963 21.4249
61.8481 21.1258
61.4919 20.6443
61.2301 20.2303
60.9696 19.8127
60.7122 19.3057
60.4564 18.7983
60.2148 18.2397
60.0619 17.4577
60.0202 16.7126
59.9642 16.1423
59.9086 15.5721
59.6423 15.2418
59.4096 14.8951
58.2392 12.7455
> JF_1
-128.23167 48.49517
-128.79549 48.49517
-129.147 48.476
-128.94 48.3236
-129.19 47.8354
-128.938 47.727
-129.259 47.0647
-129.572 46.4015
-129.803 46.4332
-129.917 46.2291
-130.051 46.1958
-130.073 45.9427
-129.869 45.896
-129.936 45.7362
-130.187 45.414
-130.069 45.2854
-130.367 44.9295
-130.48 44.5892
-129.498 44.2075
-128.528 43.8176
-127.571 43.4195
-126.627 43.0136
-126.205 43.0352
-125.551 43.0766
-125.343 43.1426
-125.394 43.2671
-125.474 43.426
-125.48 43.7375
-125.45 43.9254
-125.429 44.0023
-125.362 44.0663
-125.372 44.3226
-125.372 44.5227
-125.376 44.6675
-125.434 44.7254
-125.437 44.8813
-125.435 45.1036
-125.517 45.4738
-125.655 45.9461
-125.773 46.295
-125.876 46.6433
-125.998 46.9697
-126.085 47.3503
-126.37 47.748
-126.486 47.9956
-126.733 48.291
-127.018 48.5646
-127.51232 48.49517
-128.23167 48.49517
> JZ_1
-112.041 -31.7737
-112.063 -31.9485
-112.065 -32.1144
-112.151 -32.3426
-112.356 -32.3278
-112.415 -32.4889
-112.418 -32.7938
-112.442 -33.112
-112.46 -33.3989
-112.504 -33.6498
-112.604 -33.6626
-112.628 -33.9988
-112.562 -34.2996
-112.417 -34.5562
-112.187 -34.6742
-111.756 -34.8114
-111.399 -34.9123
-111.126 -34.9948
-110.827 -35.0908
-110.527 -35.0613
-110.326 -34.946
-110.141 -34.8171
-109.919 -34.7019
-109.691 -34.6092
-109.259 -34.5446
-109.277 -34.2037
-109.27 -33.9167
-109.205 -33.7019
-109.323 -33.3917
-109.41 -33.1401
-109.183 -33.0204
-108.972 -32.9365
-109.206 -32.6615
-109.435 -32.4
-109.791 -32.1152
-110.21 -31.9198
-110.687 -31.715
-111.202 -31.5638
-111.66 -31.5564
-112.023 -31.5362
-112.041 -31.7737
> MA_1
143.503 11.9936
144.157 12.2896
144.619 12.5206
145.024 12.7112
145.349 12.8141
145.691 13.0466
146.221 13.6015
146.701 14.2158
146.962 14.9661
147.054 15.653
147.087 16.5234
147.156 17.2831
147.111 18.0602
147.12 18.6465
147.019 19.1724
146.96 19.7452
146.707 20.3034
146.419 20.8051
146.222 21.3306
145.945 21.7298
145.562 22.2015
144.792 22.7123
143.706 23.2501
142.886 23.1012
142.257 23.0091
142.56 22.662
142.774 22.3766
142.997 22.1385
143.15 21.9278
143.218 21.659
143.28 21.3203
143.321 21.0606
143.281 20.9619
143.392 20.7283
143.493 20.5325
143.575 20.3968
143.842 20.4178
143.97 20.1109
144.083 19.8577
144.137 19.7533
144.252 19.7253
144.527 19.1234
144.543 19.0727
144.601 18.7556
144.626 18.3591
144.663 18.1656
144.706 18.0198
144.773 17.8295
144.97 17.5346
144.671 17.4201
144.798 16.9793
144.841 16.478
144.792 16.1227
144.799 15.6531
144.453 15.5256
144.53 14.9167
144.334 14.8845
144.216 14.6557
144.082 14.6394
143.976 14.087
143.942 13.8108
143.903 13.6235
143.871 13.5409
143.771 13.2676
143.662 13.0577
143.51 12.8222
143.403 12.6947
143.239 12.4781
143.143 12.265
143.106 12.0301
143.503 11.9936
> NA_1
-45.7915 25.2542
-45.4988 25.1918
-45.296 25.6367
-45.0917 26.0814
-44.8989 26.0554
-44.8163 26.27
-44.8666 26.2796
-44.687 26.7668
-44.5059 27.2538
-44.3831 27.2355
-44.2031 27.6713
-44.0217 28.1069
-43.9423 28.1049
-43.5632 28.8108
-43.4828 28.8021
-43.0882 29.4691
-43.0373 29.4714
-42.7286 30.0697
-42.1364 29.9733
-41.7857 30.6056
-41.4304 31.237
-41.1836 31.1941
-40.71 31.8173
-40.5526 31.8025
-40.1293 32.444
-39.6999 33.0841
-39.586 33.0673
-39.3993 33.7676
-38.5972 33.637
-37.7975 33.5012
-37.6776 33.7362
-37.5328 33.7052
-37.3364 34.1362
-37.2446 34.1238
-37.0461 34.5669
-36.8618 34.5542
-36.7846 34.7122
-36.6231 34.6929
-36.3731 35.2798
-35.5584 35.1477
-34.7464 35.0102
-34.4595 35.6246
-34.3354 35.616
-34.1424 36.0794
-34.0568 36.0713
-33.9816 36.2212
-33.7717 36.185
-33.5947 36.7422
-33.3135 36.691
-33.2246 36.9408
-33.0049 36.9159
-32.9431 37.0654
-32.7077 37.0333
-32.6456 37.1763
-32.3946 37.1369
-32.2826 37.3915
-31.5164 37.2823
-31.3713 37.7049
-31.0706 37.6802
-30.6055 38.4025
-30.4301 38.3883
-30.1714 38.888
-29.9091 39.3871
-29.7698 39.3996
-29.6089 39.9928
-29.6127 40.0328
-29.5802 40.0788
-29.5881 40.1065
-29.6565 40.1068
-29.6398 40.2082
-29.6313 40.2851
-29.5984 40.3835
-29.5695 40.4695
-29.577 40.5495
-29.5605 40.5987
-29.346 40.5699
-29.2999 40.705
-29.2777 40.871
-29.256 40.9847
-29.242 41.1261
-29.2286 41.2153
-29.3223 41.2467
-29.292 41.3849
-29.2452 41.52
-29.206 41.6828
-29.2003 41.7997
-29.1616 41.9101
-29.2606 41.9294
-29.242 42.0831
-29.2449 42.1754
-29.2233 42.2368
-29.2226 42.2891
-29.4347 42.2905
-29.3918 42.4133
-29.3696 42.5271
-29.3394 42.613
-29.3177 42.6744
-29.3214 42.7145
-29.3715 42.724
-29.3492 42.8378
-29.3268 42.9515
-29.3175 43.0284
-29.3168 43.0807
-29.1736 43.0796
-29.0914 43.2082
-29.0079 43.389
-28.9339 43.4929
-28.8845 43.6278
-28.8405 43.6981
-28.7964 43.7684
-28.5237 43.768
-28.5131 43.8448
-28.4809 43.9305
-28.4827 44.0229
-28.4549 44.0963
-28.4364 44.1453
-28.4349 44.1976
-28.3666 44.1843
-28.32 44.3067
-28.2825 44.4046
-28.2574 44.518
-28.215 44.6281
-28.1676 44.7505
-28.1438 44.8116
-28.1421 44.8639
-28.1057 44.9094
-28.1575 44.9196
-28.1385 44.9685
-28.1146 45.0296
-28.1002 45.0663
-28.0763 45.1274
-27.9945 45.0983
-27.9877 45.1628
-27.9857 45.2151
-27.979 45.2796
-27.9721 45.3441
-27.9374 45.3373
-27.9354 45.3896
-27.9382 45.4296
-27.9236 45.4663
-27.8714 45.4561
-27.8616 45.4805
-27.8644 45.5206
-27.877 45.5362
-27.8246 45.5259
-27.7952 45.5992
-27.7734 45.7003
-27.7592 45.8293
-27.7394 45.8782
-27.6994 45.8835
-27.6971 45.9358
-27.6773 45.9846
-27.602 45.983
-27.5847 46.0719
-27.5723 46.1486
-27.5649 46.2131
-27.512 46.2027
-27.4893 46.3037
-27.4868 46.356
-27.4717 46.485
-27.4463 46.6383
-27.4437 46.6906
-27.436 46.7551
-27.3775 46.7568
-27.3774 46.8491
-27.3466 46.9223
-27.3336 46.999
-27.3819 47.114
-27.4407 47.2047
-27.4741 47.264
-27.4612 47.3406
-27.4585 47.3929
-27.4636 47.4731
-27.4429 47.5219
-27.448 47.602
-27.4635 47.6578
-27.5644 47.6508
-27.5905 47.7746
-27.6218 47.8861
-27.6351 47.9942
-27.6536 48.09
-27.7036 48.205
-27.7118 48.3252
-27.7306 48.421
-27.7494 48.5169
-27.7602 48.5848
-27.8895 48.6089
-28.0108 48.605
-28.0353 48.6885
-28.0868 48.8034
-28.1622 48.9093
-28.2058 48.9962
-28.2631 49.0987
-28.3174 49.1611
-28.353 49.2201
-28.4262 49.2858
-28.4518 49.3693
-28.4861 49.4806
-28.5446 49.583
-28.5619 49.6386
-28.7183 49.6528
-28.8181 49.657
-28.8686 49.7314
-28.8952 49.8148
-28.96 49.9047
-28.9868 49.988
-28.9947 50.0681
-29.0217 50.1515
-29.1265 50.1954
-29.1982 50.2206
-29.3218 50.3199
-29.4266 50.4159
-29.5081 50.4686
-29.5368 50.4995
-29.6619 50.5984
-29.768 50.6941
-29.8309 50.7435
-29.8746 50.7897
-29.9085 50.8605
-29.9425 50.9313
-29.9815 50.9898
-29.9765 51.1067
-30.001 51.2544
-29.9961 51.4236
-30.001 51.6205
-30.006 51.7652
-30.011 51.8575
-30.0361 51.9528
-30.0262 52.0297
-30.3764 52.0568
-30.8074 52.0945
-31.0579 52.1048
-31.2684 52.1089
-31.2527 52.2628
-31.2651 52.3427
-31.2573 52.4197
-31.5817 52.4649
-31.866 52.5038
-32.0535 52.516
-32.3589 52.5564
-32.6486 52.581
-32.857 52.5946
-33.0204 52.6151
-33.3354 52.6281
-33.7119 52.6477
-34.1745 52.663
-34.5719 52.6822
-34.8837 52.7036
-35.0107 52.7044
-35.1376 52.7051
-35.1561 52.8611
-35.1613 52.9901
-35.1837 53.1336
-35.1828 53.2105
-35.3248 53.238
-35.2818 53.3875
-35.2565 53.4747
-35.2457 53.5121
-35.4517 53.5459
-35.395 53.6684
-35.3272 53.8282
-35.2698 53.9507
-35.2012 54.1105
-35.1469 54.2204
-35.121 54.3076
-35.3132 54.3269
-35.4878 54.3313
-35.4123 54.5161
-35.3651 54.6781
-35.289 54.786
-35.2739 54.9127
-35.212 54.9707
-35.3386 54.9959
-35.2508 55.1412
-35.1732 55.3259
-35.0804 55.4835
-34.9717 55.6909
-34.9006 55.7738
-34.8774 55.8485
-34.6376 55.8119
-34.6203 55.9386
-34.5583 56.0608
-34.5104 56.2101
-34.4927 56.3368
-34.4604 56.4363
-34.4402 56.4985
-34.346 56.502
-34.3214 56.5766
-34.2474 56.6592
-34.2185 56.7462
-34.0724 56.7388
-34.043 56.7799
-34.0035 56.8274
-33.9781 56.9019
-33.7961 56.8833
-33.6824 56.8715
-33.5871 56.8745
-33.5662 57.001
-33.5354 57.088
-33.509 57.1625
-33.4966 57.2643
-33.3773 57.2647
-33.2031 57.2849
-33.0703 57.4512
-33.0104 57.548
-32.9641 57.6076
-32.9177 57.6671
-32.8065 57.6422
-32.7082 57.7735
-32.6188 57.88
-32.4918 57.9566
-32.4724 58.0062
-32.2805 57.9979
-32.1225 58.1484
-31.9835 58.2492
-31.8723 58.3402
-31.7996 58.3967
-31.7451 58.4683
-31.556 58.4466
-31.4274 58.5743
-31.3031 58.6896
-31.178 58.8048
-31.0392 58.8923
-30.977 58.9759
-30.7911 58.9408
-30.6466 59.0925
-30.4527 59.2383
-30.3055 59.3897
-30.163 59.5286
-30.0429 59.6182
-29.8495 59.7508
-29.6362 59.8678
-29.5075 59.9692
-29.3717 60.0827
-29.2245 60.1678
-29.118 60.2731
-29.0285 60.3399
-28.9266 60.3334
-28.8286 60.4186
-28.6416 60.5661
-28.4077 60.7045
-28.1924 60.8483
-28.0237 60.9563
-27.8545 61.0664
-27.5817 61.2519
-27.3888 61.3976
-27.2257 61.532
-27.0316 61.6654
-26.768 61.8252
-26.5265 61.9392
-26.3089 62.105
-26.1072 62.2373
-25.8748 62.3751
-25.6435 62.5031
-25.4487 62.62
-25.3112 62.6137
-25.1564 62.71
-25.0351 62.8003
-24.8881 62.9238
-24.7207 62.9922
-24.5193 63.1102
-24.2547 63.2297
-24.0095 63.3551
-23.7405 63.4737
-23.4873 63.5682
-23.3303 63.6508
-23.0586 63.6498
-22.872 63.7673
-22.872 64.4
-19.5 64.4
-17.7178 65.5
-17.7178 66.3645
-17.4735 66.6852
-18.2473 66.7807
-18.118 66.9337
-19.0988 67.0581
-18.7562 67.4434
-18.4899 67.7376
-18.2203 68.0662
-17.8291 68.3998
-17.3917 68.6995
-17.1537 68.8649
-16.4874 68.8084
-16.2627 69.0379
-16.0335 69.2647
-15.7156 69.5499
-15.4245 69.8397
-15.0245 70.1685
-14.7339 70.3891
-14.4479 70.3539
-14.2367 70.5174
-14.0364 70.7261
-13.8924 70.8158
-13.3957 70.7716
-12.9046 70.6977
-12.2549 70.563
-12.0094 70.7065
-11.6689 70.8763
-11.3563 71.0519
-11.8649 71.1472
-12.3591 71.2522
-12.1057 71.3958
-11.7138 71.5878
-11.3695 71.7744
-10.356 71.6145
-9.39339 71.4561
-7.94124 71.2166
-7.37469 71.1248
-6.89992 71.2816
-6.33268 71.3872
-5.91711 71.4646
-5.69853 71.5398
-5.15729 71.431
-4.74125 71.3332
-4.36039 71.4324
-4.07245 71.4905
-3.69231 71.398
-2.93661 71.5002
-2.39894 71.5917
-1.74252 71.6851
-0.97503 71.8151
-0.39248 71.9105
0.28107 72.0148
0.90072 72.1337
1.99058 72.3278
2.78103 72.4331
3.60937 72.5801
4.2999 72.697
4.96961 72.8205
5.58598 72.9243
6.05514 73.0188
6.78173 73.1448
7.07072 73.2035
7.391 73.2524
7.79122 73.3712
8.15023 73.4272
8.38583 73.4853
8.65212 73.5335
8.83803 73.6282
8.95698 73.7064
9.03691 73.7585
9.13963 73.882
9.20295 73.9795
9.20769 74.0964
9.15258 74.2327
9.13259 74.3772
8.98399 74.5426
8.78099 74.7631
8.63037 74.9462
8.46028 75.0755
8.2122 75.1882
7.94643 75.3817
7.84163 75.5273
7.60333 75.7289
7.59292 75.9807
7.51523 76.1167
7.48044 76.279
7.55713 76.4307
7.56302 76.6015
7.61545 76.7985
7.62226 76.9692
7.67201 77.1484
7.809 77.4791
7.88003 77.7119
7.77119 77.9112
7.82691 78.0903
7.78484 78.2347
6.77554 78.4438
5.59209 78.641
4.69068 78.8058
3.85706 78.95
3.43173 79.0302
3.90068 79.228
4.39026 79.5327
3.29588 79.6575
2.37761 79.7797
1.4866 79.9085
0.62793 80.0264
-0.25072 80.1421
-0.96877 80.2132
-1.76559 80.3085
-2.34079 80.3704
-1.68388 80.6248
-2.94156 80.7555
-3.36375 80.7922
-2.77949 80.9929
-2.41413 81.1256
-3.45411 81.2505
-4.64116 81.3697
-4.15208 81.5521
-3.90911 81.6203
-5.03297 81.9128
-4.53664 82.0501
-3.79607 82.2903
-3.69993 82.3281
-5.00975 82.5194
-5.86541 82.6912
-7.2124 82.8685
-6.2343 83.0004
-5.15419 83.2491
-4.14804 83.4296
-3.20433 83.5703
-2.36257 83.6896
-1.20617 83.8642
-0.46912 83.9965
0.40499 84.1017
1.30114 84.2233
2.23513 84.3435
3.02402 84.4618
3.84819 84.5611
4.03467 84.5969
4.50755 84.5702
5.1775 84.6321
6.6654 84.7622
8.13393 84.8982
8.93766 85.0094
9.8085 84.9579
10.6588 85.067
11.7036 85.1373
13.242 85.2814
14.6662 85.3797
16.0626 85.4855
17.89 85.5912
19.2845 85.6842
21.3426 85.7987
23.347 85.8174
25.3828 85.8591
27.4273 85.8674
28.1433 85.8745
29.2294 85.8101
30.9721 85.9083
33.34 86.0534
35.6067 86.1607
38.3013 86.2915
41.7555 86.4316
43.4795 86.4958
46.3137 86.5612
46.0625 86.5982
47.5235 86.6406
50.7696 86.706
54.5614 86.7459
58.0178 86.7875
61.5056 86.8049
62.4625 86.7548
66.5438 86.6549
66.301 86.6065
69.7522 86.4724
68.2081 86.3058
70.9259 86.2026
72.9842 86.1063
75.0293 85.9885
76.326 85.9167
78.4034 85.7682
81.1027 85.6388
83.1425 85.556
84.8021 85.4998
86.8021 85.4175
88.4863 85.3456
89.9804 85.2957
92.3129 85.2292
94.1554 85.1545
95.8392 85.1018
97.2727 85.0279
98.5682 84.9604
99.4436 84.9108
102.918 84.6639
103.943 84.5785
105.302 84.4855
106.759 84.3686
107.709 84.2946
108.939 84.1936
109.727 84.1097
110.959 83.9655
111.974 83.8238
112.843 83.6744
113.723 83.5124
114.558 83.3209
115.258 83.1508
115.793 83.0141
116.582 82.7402
117.171 82.5394
117.755 82.2981
119.1 82.0874
119.984 81.5953
121.004 81.1146
121.898 80.6434
122.639 80.2061
123.408 79.7593
125.188 78.9901
125.49203 78.84909
125.59532 78.88712
125.70711 78.91539
126.95626 78.73946
128.18498 78.3367
129.6933 78.05056
131.20356 77.77448
132.66585 77.49333
134.1115 77.13912
135.24599 76.74706
137.426 76.0858
138.249 75.2996
138.99 74.5107
139.332 73.4491
139.633 72.387
139.255 71.3548
138.916 70.3219
139.26592 69.20309
139.57654 69.04948
139.89358 68.90968
140.18254 68.77
140.45812 68.60525
140.74499 68.43636
